,NX035,NX026,NX030,NX020,NX023,NX034,NX031,NX022,NX032,NX025,NX036,NX019,NX029,NX021,NX033,NX027,NX037,NX038,NX028,NX024
WDR5B,NA,NA,NA,-0.35,NA,-0.03,0.22,NA,-0.3,NA,0.14,2.05,0.38,0.32,-0.79,NA,-0.5,0.29,0.19,0.64
WDR6,0.16,0.03,0.15,-0.07,-0.13,0.43,-0.16,-0.02,0.17,-0.04,0.01,0.03,-0.04,0.14,0.07,0.05,0.25,0.15,0.06,0.27
WDR60,0.5,0.49,0.04,-0.16,-0.12,1.36,0.2,0.3,0.75,0.02,-0.16,-0.32,0.35,0.32,-0.29,0.6,0.41,0.05,0.1,0.11
WDR61,0.16,-0.02,0.32,0.37,0.11,0.15,0.12,0.08,0.1,0.26,0.19,-0.04,0.36,0.21,0.19,0.09,0.45,0.27,0.41,0.13
WDR62,0.04,0.78,-0.99,-0.42,-0.23,-0.35,-0.97,0.28,0.41,0.17,-0.65,-0.27,-0.09,-0.42,-0.06,0.33,NA,-0.62,-0.13,-0.09
WDR66,NA,-1.44,-0.1,NA,-0.05,NA,NA,-0.53,-0.95,-0.82,NA,NA,NA,NA,-0.52,NA,-0.08,NA,-0.44,NA
WDR7,-0.02,0.11,-0.16,0.02,0.02,-0.04,-0.09,0.03,-0.05,-0.1,-0.1,0.18,-0.15,0.1,0.05,0.04,-0.1,-0.02,-0.26,0.02
WDR70,0.34,-0.14,0.5,0.2,0.25,0.14,0.24,0.03,0.11,0.18,0.15,0.06,0.06,0.31,0.01,0.12,0,0.06,0.39,0.15
WDR73,0.29,0.24,-0.01,0.11,-0.19,-0.04,-0.03,-0.04,0.15,0.42,0.31,0.05,-0.28,0.1,0.1,0.06,0.02,-0.14,-0.07,-0.2
WDR74,0.19,-0.06,0.06,-0.01,-0.1,0.36,0.45,-0.16,0.17,-0.25,0.12,0.09,-0.03,0.28,-0.16,-0.04,0.11,0.06,-0.11,0.01
WDR75,-0.1,0.28,0.25,-0.14,-0.19,-0.24,-0.1,-0.03,-0.21,-0.24,-0.27,-0.48,0.13,0.17,-0.3,0.03,-0.23,-0.11,0.14,-0.18
WDR76,0.22,-0.24,-0.35,-0.88,0.38,0.01,-0.45,-0.18,-0.54,-0.44,-0.49,-0.32,0.08,-0.25,0.06,0.19,-0.37,-0.44,0.14,-0.35
WDR77,0.1,0.13,-0.06,0.24,-0.02,0.1,0.01,0.03,0.09,-0.11,0.08,0.09,0.09,0.19,0.07,0.19,0.1,-0.01,-0.14,0.08
WDR78,-0.33,0.03,-0.24,-0.04,NA,1.58,1.06,-0.79,-0.07,NA,0.73,-1.26,-1.17,-0.04,-0.9,-0.1,-0.92,-0.06,0.18,-0.02
WDR81,0.09,0.39,0.09,0.11,0.15,0.21,0.3,0.25,0.12,-0.02,0.23,0.52,0.06,0.09,0.05,0.12,0.29,0.3,-0.09,0.15
WDR82,0.04,-0.05,0.14,0.34,0.07,-0.07,0.22,0.26,0.14,0.15,0.04,0.38,0.03,0.15,0.05,0.1,0.15,0.26,0.13,-0.03
WDR83,0.23,0.23,0.08,0.12,0.41,0.4,0.05,0.18,0.24,0.22,-0.17,-0.02,0.2,0.22,0.21,0.11,0.12,0.1,0.4,0.24
WDR89,0.19,-0.14,0.35,0.49,-0.12,-0.16,-0.17,0.05,-0.1,-0.19,-0.66,0.17,0.11,0.15,-0.14,0.03,0.08,-0.42,0.19,-0.05
WDR90,0.23,NA,0.27,-0.19,-0.54,-0.49,0.3,-0.45,-0.07,-0.69,0.14,-0.45,0.05,-0.24,-0.33,-0.41,0.49,-0.24,NA,0.01
WDR91,0.08,0.48,0.22,0.1,0.11,0.17,0.25,0.14,0.24,-0.03,-0.14,0.45,0.11,0.15,0.11,0,0.09,0.06,0.19,0.08
WDR92,0.05,-0.31,-0.01,0.03,0.04,0,-0.1,-0.13,0.01,-0.29,-0.02,-0.19,-0.03,0.07,-0.05,0.02,0.06,0.01,0.01,-0.2
WDSUB1,-0.13,-0.07,-0.25,-0.36,-0.13,0.11,-0.11,-0.13,0.2,-0.11,0.38,-0.37,0.16,-0.27,0.52,0.2,0.24,0.1,-0.16,0.05
WDTC1,-0.12,-0.13,-0.16,0.15,0.04,0.18,0.12,-0.03,0.1,0.02,0.15,0.52,-0.2,-0.09,0.33,-0.02,0.1,0.11,0.26,0.08
WDYHV1,0.7,-1.14,0.04,NA,0.64,0.15,0.25,NA,0.29,1.54,0.25,0.2,0.05,0.06,-0.68,0.19,0.37,NA,0.12,0.25
WEE1,-0.07,-0.08,-0.44,0.2,0.44,-0.11,0.02,-0.13,-0.34,-0.41,-0.02,0.07,0.22,-0.5,-0.49,-0.41,-0.19,-0.21,-0.18,-0.27
WFDC2,-0.52,-0.19,-0.5,0.28,-1.34,-1.31,-0.68,-0.93,-0.75,-1.11,0.51,-0.1,0.51,-0.25,-0.97,0.49,-0.25,-0.8,-0.84,-0.5
WFS1,0.25,0.31,0.31,0.16,-0.24,-0.38,0.44,0.67,-0.12,0.06,0.26,1.43,-0.03,0.4,0.21,0.43,-0.07,-0.02,0.68,0.3
WHAMM,-0.3,NA,-0.12,-1.21,0.33,0.11,0.88,0.03,0.04,NA,-0.04,-0.14,-0.19,NA,0.89,-0.17,0.16,0.9,0.01,NA
WIF1,-0.59,-0.52,-1.67,1.83,-0.6,-1.96,-0.68,-1.7,-2.68,-0.88,0.51,-0.48,-1.06,-1.13,-0.62,-2.4,1.18,-0.53,-0.41,-1
WIPF1,0.24,0.41,-0.36,-0.32,1.73,0.45,0.21,0.28,0.57,0.86,0.38,0.06,-0.02,-0.24,0.59,0.32,0.38,0.38,0.01,0.56
WIPF2,-0.15,-0.05,0.09,-0.22,-0.13,0,-0.22,-0.17,0,-0.31,0.14,-0.17,-0.2,-0.11,0.24,-0.07,0.02,0.05,-0.06,-0.15
WIPF3,-0.21,NA,-0.4,-0.48,-1.08,-1.54,-0.7,0.15,-1.23,-2.04,-1.28,NA,-1.44,-0.02,-1.45,0.03,-0.02,-0.64,NA,0.4
WIPI1,0.16,0.66,-0.23,-0.3,0.66,0.62,0.38,-0.28,0.6,0.72,0.67,-1.3,-0.45,-0.27,1.12,0.01,0.52,0.2,-0.25,0.09
WIPI2,-0.03,0.64,0.27,0.32,0.23,-0.19,-0.08,0.42,0.05,0.48,-0.05,0.45,-0.09,-0.02,-0.05,0.13,0.11,0.07,0.01,0.21
WISP2,-1.24,-0.69,-1.05,NA,NA,-1.51,-0.41,NA,-0.74,NA,-0.33,NA,NA,-2.2,NA,-0.62,-0.54,NA,-1.64,-1.69
WIZ,0.33,0.08,0.44,0.11,0.17,0.37,0.35,0.14,0.05,0.16,-0.04,0.03,0.12,0.43,-0.08,0.26,0.05,0.08,0.36,0.27
WLS,0.86,0.39,1.56,0.47,-0.06,0.23,0.52,0.83,0.45,0.55,0.51,0.02,0.02,1.39,0.47,1.17,0.35,0.92,1.33,0.93
WNK1,-0.1,0.1,-0.29,-0.24,0.52,0.11,0.02,0.12,0.21,0.06,0.36,-0.08,-0.26,-0.15,0.42,-0.06,0.2,-0.01,-0.03,-0.01
WNK2,0.48,0.15,0.25,0.35,0.18,-0.33,-0.09,0.12,-0.3,0.07,-0.49,0.3,0.28,0.26,-0.73,-0.2,-0.06,0.21,-0.02,0.19
WNT11,NA,4.79,NA,-1.15,NA,0.06,-0.16,-0.19,NA,NA,-0.37,0.56,0.88,0.63,0.58,NA,0.54,-1.05,0.41,0.22
WNT2,1.34,0.12,4.11,0.32,0.41,0.52,1.22,0.82,0.57,0.05,0.69,2.12,0.97,1.32,-0.43,0.67,0.99,1.11,1.02,1.34
WNT2B,NA,NA,NA,1.52,-1.49,-2.09,-1.79,0.92,-1.63,NA,-1.87,1.77,NA,NA,NA,NA,NA,-0.62,NA,NA
WNT4,1.9,0.86,2.04,1.45,1.92,0.83,0.37,1.72,0.81,NA,0.68,NA,1.38,2.21,1.43,0.68,1.14,0.91,NA,1.47
WNT5A,0.87,0.27,1.07,0.81,0.57,0,0.44,0.61,-0.41,1.16,-0.04,0.61,0.01,0.7,0.14,0.81,0.11,0.31,1.2,1.12
WNT7A,NA,NA,0.08,0.29,-0.34,-0.54,0.03,-0.11,-1.44,NA,-0.67,0.59,0.2,0.52,-0.74,NA,-0.49,-0.71,NA,0.29
WRAP53,0.36,0.07,0.31,0.33,0.02,0.34,0.81,0.25,0.17,0.23,0.58,0.31,0.41,0.32,0.06,0.23,0.44,0.23,0.31,0.12
WRAP73,-0.07,-0.48,-0.17,-0.2,-0.26,-0.19,0.03,0.04,-0.3,0.07,-0.2,0.23,-0.17,-0.14,-0.47,-0.32,-0.36,0.03,-0.22,0.2
WRB,0.33,1.6,NA,0.37,-1.05,0.16,0.48,0.58,-0.31,0.69,0.16,0.66,0.77,0.13,0.22,0.2,0.32,0.59,2.17,0.22
WRB-SH3BGR,-0.14,0.64,0.1,-0.45,-0.36,-0.73,NA,-0.59,-4.38,-1.65,NA,-0.82,0.31,0.38,NA,-0.84,-0.42,-0.82,-0.11,-1.36
WRN,0.06,0,-0.23,0.2,-0.09,0.08,-0.01,0.3,0.12,0.09,-0.38,0.47,-0.02,-0.03,-0.53,-0.09,-0.07,0.12,0.28,0.22
WRNIP1,-0.09,0.01,0.08,0.16,-0.12,-0.32,0.21,0.04,-0.22,-0.36,-0.21,0.22,-0.04,-0.06,-0.43,0.04,-0.25,0.01,0.24,-0.14
WSB1,-0.02,0.1,NA,NA,-0.05,0.19,NA,NA,NA,NA,NA,NA,NA,0.18,NA,0.22,0.04,NA,NA,0.7
WT1,0.4,0.42,0.17,0.08,1.74,0.38,0.79,0.05,0.37,NA,0.54,0.66,NA,0.48,1.08,0.35,0.2,0.16,0.2,0.35
WTAP,0.31,0.04,0.37,0.16,-0.1,0.36,0.32,0.02,0.28,0.24,0.27,0.13,0.1,0.28,-0.04,0.08,0.06,0.29,0.26,0.25
WTIP,0.43,NA,0.34,0.25,0.25,0.94,-0.24,0.62,-0.66,NA,-0.63,0.64,-0.02,0.29,-0.38,0.51,NA,-0.33,0.41,0.72
WWC1,-0.28,0.39,0.1,0.44,-0.22,-0.25,-0.4,-0.11,0.21,-0.67,0.37,-0.23,-0.22,-0.36,0.43,-0.25,-0.33,0.17,-0.35,-0.71
WWC2,0.17,-0.22,0.04,0.58,0.89,-1.02,-0.11,0.27,0.41,-2.69,-0.09,-0.33,0.07,0.07,-0.04,0,0.2,0.47,4.23,-0.18
WWC3,-0.41,-0.41,-0.26,-0.11,-0.28,-0.16,-0.18,0.09,-0.22,-0.43,-0.05,0.89,-0.53,0.14,-0.2,0.04,-0.09,-0.16,-0.41,0.29
WWOX,0.27,0.75,0.23,-0.04,-0.35,-0.01,0.13,0.02,-0.05,-0.04,-0.11,0.1,-0.02,-0.08,-0.39,0.04,0.06,-0.16,0.02,0.12
WWP1,-0.38,-0.47,-0.12,-0.1,0.24,0.4,0.81,0.18,0.19,-0.43,-0.06,0.57,-0.12,-0.04,0.54,-0.64,0.39,-0.35,-0.08,-0.15
WWP2,-0.05,0.08,-0.02,-0.11,-0.18,0.22,0.28,0.24,0.1,0.16,0.44,0.2,0.16,-0.18,0.17,-0.26,0.18,0.39,-0.15,-0.05
WWTR1,0.08,0.74,-0.09,-0.3,0.59,0.34,0.09,-0.01,0.35,0.83,0.52,-0.22,-0.14,0.04,0.3,0.28,0.19,-0.2,0.55,0.38
XAB2,0.14,0.03,0.22,-0.07,-0.06,0.08,0.27,-0.07,-0.02,-0.01,-0.01,0.2,0.12,0.11,0,0.02,0.03,0.07,0.13,0.22
XAF1,-0.07,-0.38,-0.1,0.11,0.6,-0.14,-0.68,-0.09,-0.13,0.7,-0.38,-0.42,0.07,-0.08,-0.09,0.33,-0.02,0.06,0.43,1.68
XAGE2,NA,-1.24,NA,0.15,NA,NA,-0.69,13.27,NA,NA,-1.45,0.85,-1.89,NA,NA,NA,NA,-2.66,NA,NA
XDH,-0.97,-0.33,-0.92,-0.96,-0.49,-0.16,0.26,-1.06,0.03,0.23,0.08,-0.57,-1.32,-1.62,0.03,-1.15,-0.18,-0.16,-0.66,-0.73
XG,-0.89,0.84,1.09,NA,0.18,-0.37,0.11,NA,-0.75,-0.54,0.13,1.15,0.15,-0.37,-0.69,-0.6,-0.52,NA,-0.25,-0.3
XIAP,0.13,-0.04,-0.03,0.09,0.12,0.23,-0.1,0.06,0.2,0.02,0.17,0.11,0.15,-0.05,0.35,-0.14,0.25,0.03,-0.09,0
XIRP1,NA,0.23,-0.32,NA,-1.17,0.16,NA,-0.24,NA,-0.48,NA,NA,0.12,-0.72,NA,NA,-0.54,NA,0.2,1.46
XPA,0.61,0.13,0.78,0.57,-0.89,0.23,0.04,0.31,-0.2,0.14,-0.32,0.55,0.49,0.92,-0.4,-0.35,0.25,0.22,0.61,0.73
XPC,0.29,0.1,0.26,0.69,0.7,0.24,0.46,0.35,0.21,0.17,-0.02,1.01,0.34,0.2,0.23,0.15,0.54,0.37,0.42,0.62
XPNPEP1,-0.22,-0.2,0.01,-0.13,-0.01,-0.08,-0.12,-0.15,-0.04,-0.29,0.14,-0.73,-0.11,-0.06,0.19,-0.31,-0.05,-0.18,-0.21,-0.25
XPNPEP3,-0.14,0.04,-0.2,-0.1,-0.27,-0.07,0,-0.08,-0.27,-0.09,0.03,-0.1,0.1,-0.15,0.22,0.17,-0.18,-0.13,-0.24,-0.44
XPO1,0,0.06,0.03,-0.18,-0.2,-0.08,0,0.04,-0.1,-0.04,-0.09,0.21,-0.01,-0.04,-0.04,-0.11,-0.06,-0.05,0.05,-0.03
XPO4,0.09,0.19,0.12,-0.12,0.16,-0.03,0.04,0.11,0.13,0.18,0.02,-0.08,-0.03,0.11,0.16,-0.06,0.01,-0.01,0.05,0.03
XPO5,-0.03,-0.12,0.16,-0.35,-0.14,-0.06,-0.37,-0.2,-0.1,-0.12,-0.19,-0.46,-0.14,0.05,-0.04,0.02,-0.28,-0.19,0.13,-0.16
XPO6,0.09,-0.14,-0.06,-0.25,0.14,0.42,0.04,0.02,0.16,0.05,-0.1,-0.09,-0.11,0.12,0.31,-0.09,-0.26,0.05,0,0.1
XPO7,-0.05,0.11,0.07,-0.27,-0.29,-0.14,-0.06,-0.06,-0.19,-0.08,-0.13,0.17,-0.08,-0.08,0.01,-0.26,-0.21,0.01,-0.17,-0.14
XPOT,-0.2,0.07,0.03,-0.35,-0.02,-0.13,-0.15,-0.12,-0.05,0.08,-0.18,-0.06,-0.26,-0.17,-0.01,-0.22,-0.22,-0.13,-0.16,-0.29
XPR1,0.04,-0.11,0.48,-0.18,-0.56,-0.32,0.03,-0.34,-0.58,-0.41,-0.16,-0.03,0.23,0.26,0.12,-0.17,-0.58,-0.29,0.09,-0.35
XRCC1,0.18,-0.35,0.16,0.12,-0.24,0.06,-0.02,-0.08,-0.28,-0.22,-0.09,-0.1,0.06,0.21,-0.23,0.1,-0.01,0.01,0.26,-0.03
XRCC4,0.12,0.05,0.14,-0.13,0.54,0.07,0.16,-0.17,0.02,0.34,0.2,-0.54,-0.03,-0.03,0.33,0.27,0.08,0.13,0.19,0.27
XRCC5,-0.2,0.23,0,0.13,-0.2,0.07,-0.18,-0.09,-0.21,-0.03,-0.34,0.04,-0.16,-0.08,-0.41,0.12,-0.31,0.14,0,0
XRCC6,-0.07,0.06,0.01,0.07,-0.36,-0.21,-0.15,-0.12,-0.17,-0.12,-0.33,0.08,-0.18,-0.1,-0.27,0.09,-0.16,-0.05,-0.04,-0.17
XRN1,-0.03,0.04,0,-0.27,0.33,0.01,-0.01,-0.13,0.08,0.31,0.06,0.04,-0.15,-0.12,0.12,0.09,0.01,0.03,-0.03,0.18
XRN2,0.12,0,0.18,0,-0.17,0.11,0.08,-0.13,0.07,0.14,-0.1,-0.4,0.04,0.12,-0.04,0.19,-0.04,0.07,0.05,0.04
XXYLT1,0.27,0.42,0.39,-0.04,0.03,-0.4,0.14,0.07,-0.28,0.32,-0.3,0.35,0.24,0.66,-0.31,0.35,-0.08,-0.26,0.14,0.19
XYLB,-0.33,-0.19,0.18,-0.21,-0.18,-0.61,-0.03,0.29,-0.35,-0.43,-0.35,0.87,-0.05,0.23,-0.73,-0.27,0.03,-0.36,0.05,-0.26
XYLT2,0.08,-0.48,-0.54,-0.13,-0.06,0.08,NA,-0.2,0.14,0.03,NA,-0.37,0.38,-0.1,-0.17,-0.1,0.01,0.26,-0.29,-0.01
YAE1,NA,-0.02,-0.01,-0.15,-0.32,-0.27,-0.11,NA,0.29,0.35,0.1,0.57,NA,0.25,NA,NA,-0.31,0.39,0.5,0.5
YAF2,0.59,-0.12,0.39,-0.63,0.77,0.74,2.2,NA,-0.09,0.21,2.38,0.6,0.56,0.72,0.13,0.59,1.25,0.1,2.77,0.18
YAP1,-0.07,-0.32,0.05,0.09,-0.4,-0.39,-0.15,0.13,0.01,0,0.04,0.26,-0.09,0.09,-0.04,-0.21,0.12,-0.02,-0.01,0.15
YARS,-0.25,-0.31,-0.14,-0.19,0.37,-0.21,-0.2,-0.29,-0.16,-0.09,-0.15,-0.85,-0.22,-0.14,0.15,-0.18,-0.13,-0.26,-0.04,-0.29
YARS2,-0.01,-0.43,-0.04,0.07,0.1,-0.26,-0.16,-0.02,-0.25,0.01,-0.13,-0.06,0.06,-0.16,-0.04,0.05,0,-0.04,0.2,-0.18
YBEY,-0.29,NA,-1.33,-0.54,-1,-0.26,0.22,-0.48,-0.63,0.38,-0.33,-0.44,0.33,-1.02,0.17,0.21,-0.56,-0.67,-0.24,-0.58
YBX1,-0.12,-0.34,-0.17,-0.16,0.16,0.08,-0.45,-0.15,-0.16,0.03,-0.1,-0.37,-0.04,-0.04,0.02,0.16,-0.31,-0.33,0.1,-0.01
YBX2,-0.92,-0.66,-0.86,0.09,-0.85,-1.26,-0.99,NA,NA,NA,-1.3,0.23,-1.97,NA,-1.27,0.26,-0.08,-0.36,NA,NA
YBX3,-0.15,0.14,-0.32,-0.38,0.26,0.14,0.34,-0.14,0.72,0.12,-0.01,-0.49,-0.45,-0.4,0.16,-0.23,-0.02,-0.13,-0.25,-0.22
YDJC,0.28,0.01,0.09,0.82,-0.51,0.12,0.01,0.36,0.08,-0.15,0.29,-0.02,-0.03,0.42,0.34,0.26,0.23,0.03,-0.11,0.38
YEATS2,0.17,0,0.2,0.31,-0.05,0.16,0.08,0.11,-0.03,-0.03,-0.04,0.27,0.02,0.16,-0.32,0.14,0.1,0.24,-0.02,0.14
YEATS4,0.45,0.26,0.44,0.35,0.42,0.02,0.14,0.2,-0.23,-0.28,-0.11,0.06,0.19,0.31,0,0,-0.13,0.25,0.22,0.24
YES1,-0.07,0.29,0.09,-0.19,-0.34,0.13,0.1,-0.1,0.11,-0.09,0.1,-0.14,0.34,0.22,-0.02,0,0.19,0.11,0.19,-0.06
YIF1A,2.31,0.12,0.06,-0.31,0.51,-0.22,0.41,-0.12,0.27,0.65,0.41,-1.5,-0.1,0.06,0.66,2.23,0.17,0,0.47,-0.06
YIF1B,0.27,0.52,0.58,-0.5,-1.26,NA,0.75,-0.37,0.08,1.14,0.38,0.34,-0.02,-0.59,-0.03,0.18,0.52,-0.36,0.07,-0.29
YIPF1,-0.21,0.12,-0.04,-0.57,-0.27,-0.53,-0.66,-0.71,-0.26,-0.02,0.35,-1.89,-0.53,-0.07,-0.07,-0.29,-0.28,-0.29,-0.45,-0.31
YIPF2,0.35,4.15,NA,0.46,0.99,-1.13,0.89,-0.23,0.92,0.56,1.12,0.17,0.77,-0.55,2.05,1.63,1.38,0.56,0.13,0.08
YIPF3,-0.03,0.19,-0.02,-0.34,-0.03,0.12,-0.08,-0.52,0.27,0.03,0.41,-0.15,0.02,-0.23,0.54,-0.06,0.15,0.06,0.16,-0.53
YIPF4,0.25,0.63,-0.07,-0.47,0.06,0.23,-0.04,-0.15,0.27,0.4,0.42,0.28,-0.05,-0.11,0.26,0.21,0.49,0.34,-0.38,-0.33
YIPF5,0.26,0.1,-0.15,0.02,0.4,0.13,0.24,0.26,0.19,0.11,0.39,-1.2,-0.64,0.11,0.36,0.59,0.43,0.08,0,0.22
YIPF6,-0.2,0.53,-0.49,-0.69,-0.01,-0.38,0.15,0.2,0,-0.07,0.02,-0.29,-0.22,-0.14,0.52,-0.18,-0.41,0.27,-0.03,0.11
YJU2,0.25,0.49,0.28,0.1,0.45,0.36,0.11,0.16,0.2,0.1,0.2,0.54,0.19,0.33,-0.29,0.07,0.65,0.12,0.14,0.38
YKT6,-0.06,0.33,0.14,-0.03,0.4,-0.46,-0.15,-0.07,-0.28,0.33,-0.27,-0.47,0.07,0.24,-0.15,0.14,-0.05,0.03,-0.03,0.1
YLPM1,0.26,0.09,0.38,0.16,-0.03,0.26,0.31,0.04,0.16,0.08,0.04,-0.1,0.12,0.27,-0.02,0.27,-0.03,0.17,0.32,0.15
YME1L1,-0.07,-0.12,-0.09,-0.61,-0.05,-0.31,-0.09,-0.22,0.01,-0.24,-0.04,-0.5,0.07,-0.15,0.27,-0.13,-0.15,-0.24,-0.32,-0.33
YOD1,-0.29,1.96,-0.69,-0.16,0.26,-0.36,0.43,1.15,0.11,0.86,-0.44,-0.84,0.26,-0.29,-0.57,0.79,0.07,0.61,0.49,0.36
YPEL2,0.33,0.32,-0.41,-0.04,-0.09,0.74,0.18,NA,-0.3,-0.37,0.37,0.47,-0.09,0.12,-1.02,-0.19,-0.63,-0.25,0.25,0.28
YPEL5,0.23,-0.02,-0.11,0.38,0.39,0.32,-0.12,0.06,0.01,0.06,0.17,-0.23,-0.08,0.06,0.08,-0.41,-0.1,0.14,-0.49,-0.02
YRDC,-0.17,0.72,-0.3,-0.28,0.25,0.11,-0.61,-0.49,0.06,-0.13,-0.14,0.08,-0.33,-0.56,0.14,-0.33,0.54,-0.08,-0.69,-0.64
YTHDC1,0.17,0,0.24,0.34,0,0.22,0.13,0.08,0.01,0.31,-0.01,0.65,0.18,0.14,0.03,-0.01,0.15,0.19,0.36,0.23
YTHDC2,-0.2,-0.07,-0.2,-0.52,-0.21,-0.18,-0.31,-0.26,-0.13,0.01,-0.12,-0.61,0.07,-0.36,-0.09,-0.14,-0.33,-0.24,-0.06,-0.19
YTHDF1,0.1,-0.08,0.03,-0.08,0.2,0.06,-0.19,-0.11,-0.03,0.09,0.07,-0.09,-0.15,0.23,-0.23,0.04,0.08,0.02,0.13,0.17
YTHDF2,0.23,-0.33,0.07,-0.15,-0.15,0.03,-0.03,-0.3,0.03,0.11,0.24,-0.44,0.04,-0.11,-0.11,0.12,-0.02,-0.28,-0.04,-0.17
YTHDF3,0.23,0.04,0.1,-0.13,0.26,0.08,0.11,-0.11,0.1,0.13,0.12,-0.36,-0.2,0.25,0.28,0,-0.09,0.15,0.06,0.23
YWHAB,-0.32,-0.1,-0.16,0.41,0,-0.22,-0.31,-0.13,-0.36,0.03,-0.64,0.29,-0.34,-0.4,-0.27,-0.19,-0.23,-0.06,-0.16,-0.34
YWHAE,-0.07,0,-0.23,0,-0.37,-0.17,-0.24,-0.14,-0.19,-0.27,-0.31,0.27,-0.2,-0.31,-0.53,-0.13,-0.28,-0.32,-0.23,-0.22
YWHAG,-0.64,-0.3,-0.88,-0.58,-0.48,-0.78,-0.82,0.16,-0.77,-0.22,-0.81,-0.05,-0.28,-0.63,-0.55,-0.4,-0.72,-0.63,-0.2,-0.23
YWHAH,-0.48,-0.35,-0.31,-0.39,-0.19,-0.06,-0.41,-0.21,0.1,-0.25,0.15,-0.38,-0.51,-0.49,0.03,-0.13,-0.25,-0.25,-0.28,-0.25
YWHAQ,-0.57,-0.71,-0.12,0.06,0.05,-0.29,-0.37,-0.24,-0.48,-0.07,-0.67,-0.04,-0.47,-0.33,-0.89,-0.12,-0.8,-0.44,-0.09,0.07
YWHAZ,-0.67,-0.51,-0.77,0.06,0.19,-0.42,-0.78,0.06,-0.34,-0.05,-0.59,0.62,-0.58,-0.59,-0.41,-0.43,-0.29,-0.53,-0.36,-0.22
YY1,0.35,-0.34,0.49,0.46,0.19,0.12,0.21,-0.07,0.1,-0.25,-0.06,0.32,0.02,0.39,-0.18,0.07,-0.04,0.24,0.28,0.33
YY1AP1,0.41,-0.3,0.18,-0.58,0.49,NA,0.66,0.36,NA,-0.18,0.3,0.81,0.23,0.01,0.97,0.3,0.09,-0.14,NA,0.06
ZADH2,0.22,0.16,0.75,0.9,0.09,0.11,0.49,0.36,0.23,-0.2,0.24,0.31,0.44,0.66,0.41,0.35,0.42,0.7,0.32,0.27
ZAP70,0.23,0.34,-0.35,-0.48,2.73,0.86,-0.03,-0.42,0.89,0.92,0.78,-0.27,-0.12,-0.21,1.74,0.38,0.85,0.61,-0.08,0.58
ZBBX,NA,0.35,0.08,0.29,NA,NA,0.34,0.04,-1.07,-0.04,-2.32,-2.64,NA,13.21,-1.04,NA,NA,-1.24,0.84,NA
ZBED1,0.12,0.47,0.25,0.06,0.34,0.16,0.22,-0.07,0.16,0.18,0.29,-0.29,-0.02,0.25,0.12,-0.03,0.13,0.28,-0.12,0.25
ZBED3,-0.21,-0.93,-0.04,0.14,-0.18,-0.44,-0.38,0.2,-0.73,-0.42,-0.34,0.3,-0.15,0.28,-0.46,0,-0.21,-0.44,0.05,0.13
ZBED5,0.18,-0.06,0.44,-0.33,0.35,0.01,0.04,-0.19,-0.66,-0.04,-0.18,0.47,-0.11,0.53,0.13,0.3,-0.14,0.04,0.57,0.55
ZBED6,-0.03,0.86,1.8,0.19,1.45,0.19,0.05,NA,-0.12,0.25,0.07,-0.2,-0.73,0.59,-0.2,0.09,-0.64,-0.04,0.54,0
ZBED8,-0.42,0.08,0.19,0.11,NA,-0.05,0.18,NA,-0.1,0.05,-0.2,0.86,0.16,0.06,-0.2,-0.06,0.09,0.1,0.13,0.38
ZBP1,0.08,1.04,-0.39,NA,-0.56,0.69,NA,1.91,0.53,NA,NA,1.19,0.19,-0.12,1.31,1.42,-0.06,NA,NA,1.52
ZBTB1,0.16,0.46,0.13,0.25,0.56,0.24,-0.06,0.1,0.12,0.6,-0.09,-0.15,0.03,0.42,0.12,0.49,-0.12,0.1,0,0.64
ZBTB10,0.38,0.45,-0.09,0.08,0.14,0.49,0.41,-0.49,0.38,-0.13,0.4,-0.24,-0.27,-0.33,0.68,0.22,0.49,0.15,0.15,-0.24
ZBTB11,-0.09,-1.33,-0.54,NA,NA,-1.18,-0.02,0.08,-0.53,-0.89,-0.29,0.42,0.35,-0.62,-0.37,0.09,-0.7,NA,-0.09,-0.05
ZBTB12,NA,0.17,NA,0.43,-0.02,-0.59,0,NA,-0.96,NA,-0.39,-0.33,0.34,0.36,NA,NA,NA,0.2,NA,0.41
ZBTB14,0.36,-0.62,0.42,0.2,0.24,0.22,0.26,0.1,0.22,0.36,-0.11,0.74,0.11,0.42,-0.12,0.09,0,0.12,0.32,0.54
ZBTB17,0.54,0.16,-0.47,NA,NA,NA,0.33,0.23,NA,0.13,-0.11,0.48,0.15,0.64,-0.34,0.39,0.17,NA,0.57,0.48
ZBTB2,0.79,0.61,0.48,0.37,0.22,0.37,0.6,0.25,-0.11,0.47,0.54,1.41,0.05,0.28,-0.89,1.06,-0.02,-0.18,-0.3,0.53
ZBTB20,0.89,0.91,1.03,0.57,0.72,0.89,1.33,1.05,0.92,0.71,0.5,0.82,0.73,1.06,0.5,1.22,1.4,0.85,1.2,1.17
ZBTB21,0.1,0.4,0.18,-0.06,0.31,-0.31,-0.01,0.07,0.07,-0.05,-0.22,-0.25,0.05,-0.15,0.02,0.23,-0.02,-0.14,0.54,0.07
ZBTB24,-0.6,-0.36,0.46,-0.27,NA,NA,0.16,0.6,-0.3,-0.97,-0.2,0.23,0.53,0.25,-0.66,-0.11,-0.1,-0.34,0.42,0.48
