,blcdb9-I,263d3f-I,c4155b-C
TFPT,NA,NA,NA
TFRC,0.2,-0.3,0.21
TG,-0.47,-0.7,-0.42
TGFB1,0.44,0.29,0.38
TGFB1I1,-0.09,0.44,0.72
TGFB2,0.84,0.1,-0.08
TGFB3,-0.22,-0.19,-0.39
TGFBI,-0.59,-0.05,0.17
TGFBR1,NA,NA,NA
TGFBR2,1.15,1.42,1.94
TGFBR3,1.67,0.64,1.36
TGFBRAP1,0.08,-0.09,-0.19
TGIF1,0.58,0.33,0.19
TGM2,-0.06,-0.33,-0.18
TGOLN2,-2.64,-0.86,-1.04
TGS1,-0.98,-0.38,-0.44
THADA,0.23,-0.16,0.15
THAP1,NA,NA,NA
THAP11,-0.18,0.58,0.18
THAP12,-2,-0.22,-0.44
THAP4,0.94,0.5,-0.14
THBD,-1.49,-0.49,-0.59
THBS1,-1.47,-1.38,-1.18
THBS2,-1.76,-1.26,-1.12
THBS3,-1.03,0.26,0.58
THBS4,-1.08,0.36,-0.15
THEM4,2.11,-0.55,0.08
THEM6,-1.15,-1.5,-1.43
THEMIS,-2.43,0.15,-0.21
THEMIS2,0.53,0.18,0.5
THG1L,-0.12,0.21,0.25
THNSL1,-0.17,0.11,0.21
THNSL2,0.25,1.15,1.13
THOC1,-0.84,-0.14,-0.52
THOC2,-0.69,-0.37,-0.49
THOC3,0,-0.2,-0.34
THOC5,-0.71,-0.24,-0.45
THOC6,0.55,0.04,-0.16
THOC7,-0.88,-0.56,-0.73
THOP1,0.48,-0.02,0.06
THRA,NA,NA,NA
THRAP3,-2.13,-0.53,-1.06
THRSP,1.63,0.24,1.61
THSD4,-0.5,1.12,-0.16
THSD7A,1.98,1.52,1.68
THTPA,0.72,0.46,0.31
THUMPD1,-0.28,-0.13,-0.58
THUMPD2,-0.89,0.05,0.06
THUMPD3,0.57,0.04,0.01
THY1,0.15,-0.33,-0.1
THYN1,-0.02,0.51,0.33
TIA1,0.03,-0.65,-0.41
TIAL1,0.43,0.04,-0.06
TIAM1,-1.12,0.29,-0.15
TICAM1,-0.8,-0.04,0.01
TIFA,-0.54,-0.06,0.01
TIGAR,0.04,-0.31,-0.1
TIGD2,-3.2,-0.73,-1.33
TIMELESS,1.25,0.25,2.51
TIMM10,0.03,0.29,0.21
TIMM10B,1.39,0.56,0.7
TIMM13,-0.37,-0.58,-0.51
TIMM17A,2.09,0.94,1.7
TIMM17B,1.27,0.75,0.98
TIMM21,NA,NA,NA
TIMM22,2.31,0.59,1.49
TIMM23,1.46,0.05,0.65
TIMM29,-0.08,-0.14,0.05
TIMM44,-0.53,-0.6,-0.34
TIMM50,-0.64,-0.83,-0.66
TIMM8A,0.73,-0.44,-0.27
TIMM8B,-0.65,-0.73,-0.61
TIMM9,-1.1,0.09,0.15
TIMMDC1,0.04,-0.37,-0.02
TIMP1,1.62,0.05,0.42
TIMP2,-0.68,0.85,1.1
TIMP3,0.57,0.32,0.37
TINAGL1,0.6,1.35,1.66
TINF2,-2.02,-1,-1.46
TIPIN,-1.09,-0.96,-1
TIPRL,-0.66,-0.44,-0.4
TIRAP,NA,NA,NA
TJAP1,0.56,0.34,0.31
TJP1,-0.36,0.24,0.23
TJP2,-0.17,0.14,0.09
TJP3,-1.09,-0.24,-0.68
TK1,-0.89,-0.75,-0.69
TK2,2.43,1.02,1.62
TKFC,1.38,0.21,0.23
TKT,1.04,0.3,0.76
TLCD1,NA,NA,NA
TLDC1,0.49,0.02,-0.02
TLE1,0.19,0.28,0.82
TLE2,NA,NA,NA
TLE3,0.55,0.12,-0.01
TLE4,NA,NA,NA
TLK1,-0.56,1.02,0.07
TLK2,-1.54,-0.31,-0.63
TLN1,0.35,0.24,0.73
TLN2,1.51,1.22,1.98
TLNRD1,-1.65,0.35,-0.06
TLR2,NA,NA,NA
TLR3,1.83,0.71,1.22
TLR7,NA,NA,NA
TLR8,NA,NA,NA
TM2D1,NA,NA,NA
TM2D3,NA,NA,NA
TM7SF2,-0.03,0.45,1.14
TM7SF3,-1.86,-0.08,-1.26
TM9SF1,-1.98,-0.81,-0.76
TM9SF2,-0.79,-1,-0.93
TM9SF3,-0.83,-0.66,-0.58
TM9SF4,0.4,-0.65,-0.41
TMA16,-0.63,-0.5,-0.83
TMA7,-2.62,0.23,-1.18
TMBIM6,-0.28,0.27,-0.63
TMC4,-0.57,-0.4,-0.49
TMC5,NA,NA,NA
TMC6,NA,NA,NA
TMCC1,0.23,0.35,0.49
TMCC3,-0.44,-0.28,-1.21
TMCO1,-1.46,-1.14,-0.79
TMCO3,NA,NA,NA
TMCO4,-0.79,-0.18,-0.36
TMCO6,NA,NA,NA
TMED1,-1.15,-0.73,-0.71
TMED10,0.38,-0.4,-0.61
TMED2,-0.48,-1.11,-0.95
TMED3,-0.54,-0.47,-0.68
TMED4,0.54,-0.2,-0.27
TMED5,-0.14,-0.49,-0.75
TMED7,2.13,0.22,0.17
TMED8,-0.28,0.41,0.1
TMED9,1.46,-0.31,-0.22
TMEM102,0.01,0.22,0.29
TMEM106B,-2.37,-0.81,-0.6
TMEM109,-1.6,-1,-0.69
TMEM11,-0.16,-0.14,-0.42
TMEM110-MUSTN1,-0.93,1.26,1.38
TMEM115,0.84,0.22,0.36
TMEM119,-0.63,0.14,-0.04
TMEM120A,-1.8,-1.28,-1.02
TMEM120B,NA,NA,NA
TMEM126A,0.66,0.16,0.07
TMEM126B,-1.22,0.24,0.38
TMEM131,-1.3,-0.18,-0.14
TMEM131L,NA,NA,NA
TMEM132A,1.28,0.86,0.98
TMEM134,-2.39,-0.7,-0.67
TMEM135,3.15,2.05,2.9
TMEM141,-0.74,-0.47,-0.88
TMEM14C,0.36,0.61,1.41
TMEM159,NA,NA,NA
TMEM161A,NA,NA,NA
TMEM165,-1.82,-1.44,-1.33
TMEM167A,-0.33,-1.58,-1.13
TMEM168,NA,NA,NA
TMEM17,NA,NA,NA
TMEM173,1.23,0.21,0.28
TMEM177,0.79,0.45,0.73
TMEM179B,0.66,-0.65,-0.26
TMEM181,NA,NA,NA
TMEM185B,NA,NA,NA
TMEM186,NA,NA,NA
TMEM189-UBE2V1,-0.18,0.47,0.72
TMEM192,-0.03,0,0.09
TMEM199,1.04,0.31,0.6
TMEM2,0.34,0.58,0.64
TMEM201,-1.37,-0.96,-0.66
TMEM205,-1.73,-1.1,-0.99
TMEM206,NA,NA,NA
TMEM209,-0.44,0.14,0.07
TMEM214,-0.71,-0.35,-0.3
TMEM219,NA,NA,NA
TMEM222,NA,NA,NA
TMEM223,-1.4,-1.1,-1.18
TMEM230,-2.28,-0.93,-0.81
TMEM237,NA,NA,NA
TMEM238,-0.51,0.1,0.08
TMEM245,0.43,0.53,0.78
TMEM259,NA,NA,NA
TMEM26,0.49,0.03,0.23
TMEM260,NA,NA,NA
TMEM263,1.06,0.55,-0.15
TMEM30A,-0.39,-0.04,0.02
TMEM30B,-0.79,-0.46,0.31
TMEM33,-1.32,-0.72,-0.78
TMEM40,0.29,0.29,-0.07
TMEM41A,2.83,1.73,2.77
TMEM41B,-1.06,-1.13,-1.37
TMEM43,0.56,-0.08,0.07
TMEM51,NA,NA,NA
TMEM55A,NA,NA,NA
TMEM55B,-0.12,-0.14,-0.34
TMEM57,-2.63,-0.82,-1.08
TMEM59,-1.24,-0.06,-0.66
TMEM62,NA,NA,NA
TMEM63A,-1.03,-0.94,-0.68
TMEM63B,-1.21,-1.55,-1.46
TMEM63C,NA,NA,NA
TMEM65,-0.61,-0.41,-0.2
TMEM67,NA,NA,NA
TMEM68,NA,NA,NA
TMEM70,0.3,-0.5,-0.29
TMEM79,NA,NA,NA
TMEM87A,-0.35,-1.17,-1.46
TMEM87B,0.13,0.36,0.17
TMEM8A,2.64,1.29,2.09
TMEM9,-1.61,-0.34,-0.25
TMEM94,-1.91,-0.22,-0.19
TMEM97,NA,NA,NA
TMEM9B,-3.34,-1.76,-1.88
TMF1,-0.61,-0.04,-0.39
TMLHE,1.1,0.49,1.05
TMOD1,2.21,1.62,2.65
TMOD2,1.13,1.48,1.45
TMOD3,0.23,0.16,0.09
TMPO,-0.71,-0.09,-0.29
TMPPE,NA,NA,NA
TMPRSS2,NA,NA,NA
TMSB10,-1.28,-0.11,-0.61
TMSB4X,-0.55,3.25,3.08
TMTC3,-0.35,-0.26,-0.09
TMUB1,0.44,0.18,0.33
TMUB2,NA,NA,NA
TMX1,-0.68,-0.83,-0.53
TMX2,-0.11,-0.74,-0.39
TMX3,-0.02,-0.16,-0.13
TMX4,0.88,0.03,0.47
TNC,-1.42,-1.38,-1.07
TNFAIP1,NA,NA,NA
TNFAIP2,0.51,-0.3,-0.04
TNFAIP3,-0.52,0.13,0.16
TNFAIP6,0.3,0.02,0.16
TNFAIP8,-1.78,-0.84,-0.8
TNFAIP8L2,-0.02,-0.57,-0.75
TNFAIP8L3,0.77,0.55,0.46
TNFRSF10A,NA,NA,NA
TNFRSF10C,NA,NA,NA
TNFRSF12A,NA,NA,NA
TNFRSF14,NA,NA,NA
TNFRSF18,NA,NA,NA
TNFRSF1A,NA,NA,NA
TNFRSF6B,NA,NA,NA
TNFSF10,-0.12,0.48,0.64
TNFSF12,-1.88,-0.5,-0.4
TNIK,1.55,-0.14,0.37
TNIP1,-0.26,0.49,0.52
TNIP2,-0.49,0.07,0.19
TNK1,0.54,0.29,0.63
TNK2,-0.88,-0.37,0.11
TNKS,1.16,1.14,0.69
TNKS1BP1,-0.29,-0.07,-0.29
TNKS2,2.08,1.33,1.12
TNN,-0.05,-0.83,-0.5
TNNT2,NA,NA,NA
TNPO1,-0.03,-0.27,-0.36
TNPO2,-0.01,-0.53,-0.54
TNPO3,-1.21,-0.89,-0.91
TNRC18,2.67,1.04,1.73
TNRC6A,-0.56,0.34,0.33
TNRC6B,-0.75,-0.15,-0.23
TNRC6C,0.3,0.67,0.92
TNS1,0.71,1.31,1.88
TNS2,0.43,1.5,1.46
TNS3,0.05,-0.02,0.21
TNS4,-0.3,0.62,0.38
TNXB,0.11,1.65,1.95
TOB1,NA,NA,NA
TOB2,NA,NA,NA
TOE1,-0.57,-0.24,-0.42
TOLLIP,1.01,0.63,0.57
TOM1,1.48,0.34,0.42
TOM1L1,0.93,0.34,0.12
TOM1L2,0.91,0.3,0.53
TOMM20,1.22,0.19,0.87
TOMM22,0.47,-0.68,-0.37
TOMM34,0.4,-0.1,-0.31
TOMM40,0.7,-0.51,-0.47
TOMM5,0.25,-0.3,-0.49
TOMM6,0.94,0.63,0.64
TOMM70,0.25,-0.03,0.16
TONSL,-0.17,-0.16,0.02
TOP1,-1.3,-0.94,-0.99
TOP2A,-1.56,-1.09,-0.89
TOP2B,-0.31,-0.23,-0.45
TOP3A,-0.38,0.26,0.52
TOP3B,-0.48,0.21,0.16
TOPBP1,0.68,0.25,0.47
TOPORS,NA,NA,NA
TOR1A,1.29,0.08,0.27
TOR1AIP1,-0.28,0.14,-0.15
TOR1AIP2,-1.76,-0.57,-0.86
TOR1B,1.28,0.37,0.49
TOR2A,0.04,0.29,-0.46
TOR3A,0.27,-0.45,-0.15
TOR4A,NA,NA,NA
TOX3,-1.74,-0.1,-0.61
TOX4,0.3,-0.06,0.01
TP53,-0.82,0.06,0.28
TP53BP1,-0.53,0.05,-0.44
TP53BP2,-1.36,-0.11,-0.05
TP53I11,-2.42,-1.13,-1.04
TP53I3,0.13,0.11,0.35
TP53RK,0.45,-0.03,-0.2
TP63,NA,NA,NA
TPBG,0.73,0.66,0.52
TPCN1,NA,NA,NA
TPD52,-0.14,-1.18,-1
TPD52L1,0.52,-0.56,-0.3
TPD52L2,-0.45,-0.21,-0.14
TPGS1,1.93,0.83,1.71
TPI1,0.44,-0.27,0
TPK1,1.8,1.22,1.49
TPM1,-0.04,0.45,1.29
TPM2,-1.04,0.37,1.53
TPM3,-0.91,-0.15,-0.2
TPM4,-0.84,0.15,0.02
TPMT,0.07,-0.39,-0.55
TPP1,-0.47,-0.2,-0.2
TPP2,0.46,-0.16,0.35
TPPP,0.42,0.58,1.05
TPPP3,0.08,0.11,1.33
TPR,-1.28,-0.39,-0.67
TPRG1,2.93,1.7,0.57
TPRG1L,1.63,0.3,0.46
TPRKB,2.1,0.27,0.2
TPRN,-0.26,0.3,-0.26
TPSB2,-0.43,0.73,0.35
TPST1,2.49,1.55,2.12
TPST2,NA,NA,NA
TPT1,-0.67,-0.5,-0.43
TPX2,-0.89,-0.38,-0.2
TRA2A,0.17,0.22,-0.3
TRA2B,-0.52,-0.44,-0.44
TRABD,-1.04,-0.07,-0.61
TRADD,0.92,-0.14,0.01
TRAF1,NA,NA,NA
TRAF2,0.39,0.03,-0.2
TRAF3,-0.29,0.29,0.43
TRAF3IP1,0.08,-0.31,-0.17
TRAF3IP2,2.63,1.1,1.44
TRAF3IP3,-1.03,0.23,0.22
TRAF4,-1.01,0.45,-0.2
TRAF5,-0.79,-0.56,-0.71
TRAF6,0.82,0.47,0.58
TRAF7,-1.54,-0.08,-0.43
TRAFD1,-1.83,-0.24,-0.78
TRAK1,NA,NA,NA
TRAK2,-2.7,-1.41,-1.41
TRAM1,-0.89,-0.15,0.13
TRAM2,NA,NA,NA
TRANK1,-2.15,-0.76,-0.86
TRAP1,0.37,-0.88,-0.61
TRAPPC1,0.89,-0.14,0.06
TRAPPC10,0.21,-0.28,-0.07
TRAPPC11,0.84,0.33,0.44
TRAPPC12,-0.02,-0.04,-0.01
TRAPPC13,0.59,0.41,0.42
TRAPPC2,-0.51,-0.59,-0.81
TRAPPC2L,0.74,0.2,0.7
TRAPPC3,-0.33,-0.58,-0.63
TRAPPC4,1.26,-0.02,0
TRAPPC5,0.68,0.03,0.14
TRAPPC6A,0.85,0.12,0
TRAPPC6B,0.2,0.18,0.23
TRAPPC8,0.41,0.06,0.05
TRAPPC9,-0.19,-0.26,-0.14
TRDMT1,NA,NA,NA
TREM1,NA,NA,NA
TREM2,NA,NA,NA
TRERF1,0.6,0.44,0.73
TREX1,0.35,0.12,0.43
TRH,NA,NA,NA
TRIAP1,-0.82,-0.07,-0.08
TRIL,NA,NA,NA
TRIM11,-1.1,0,-0.12
TRIM13,-2.77,-1.2,-1.58
TRIM14,1.06,0.27,0.26
TRIM16,-0.07,-0.38,-0.23
TRIM2,1.09,0.53,0.77
TRIM21,0.34,0.13,0.25
TRIM22,0.12,-0.01,-0.15
TRIM24,0.09,-0.12,-0.42
TRIM25,-0.14,-0.3,-0.25
TRIM26,-0.69,-0.26,-0.32
TRIM27,0.89,0.05,0.25
TRIM28,-0.18,-0.53,-0.73
TRIM29,-1.78,-0.07,-0.38
TRIM3,0.41,0.98,0.14
TRIM32,0.81,0.32,0.56
TRIM33,-0.24,-0.06,-0.52
TRIM34,-0.18,-0.25,-0.42
TRIM36,0.06,0.2,-0.18
TRIM37,NA,NA,NA
TRIM38,-0.49,0.59,0.18
TRIM4,-0.37,0.02,-0.14
TRIM41,-1.79,-0.04,-0.24
TRIM44,NA,NA,NA
TRIM47,-0.36,-0.07,-0.06
TRIM5,0.85,0.08,0.13
TRIM56,-0.12,-0.03,0
TRIM62,-0.25,0.76,0.45
TRIM65,0.31,0.41,0.48
TRIM68,NA,NA,NA
TRIM72,NA,NA,NA
TRIM8,-0.98,-0.21,-0.33
TRIM9,NA,NA,NA
TRIO,0.61,-0.08,-0.13
TRIOBP,0.27,0.57,0.55
TRIP10,-0.61,0.13,0.26
TRIP11,-0.23,-0.38,-0.46
TRIP12,-0.18,-0.18,-0.16
TRIP13,-0.22,-0.02,-0.27
TRIP4,0.15,-0.05,0.01
TRIP6,-0.62,0.2,-0.04
TRIQK,-2.17,-0.63,-0.4
TRIR,-0.81,-0.15,-1.01
TRIT1,-0.01,-0.32,0.02
TRMT1,-1.33,-0.31,-0.48
TRMT10A,0.63,-0.35,-0.91
TRMT10C,0.23,-0.47,-0.27
TRMT11,0.64,0.13,0.43
TRMT112,0.47,0.1,0.08
TRMT12,-2.31,-0.96,-1.39
TRMT13,NA,NA,NA
TRMT1L,-0.19,-0.38,-0.45
TRMT2A,0.92,-0.06,0.06
TRMT2B,3.22,0.73,2.04
TRMT44,-1.87,-0.45,-0.96
TRMT5,-0.15,-0.06,-0.24
TRMT6,-0.25,-0.6,-0.34
TRMT61A,0.86,-0.28,0.28
TRMT61B,0.52,-0.45,-0.48
TRMU,0.37,-0.39,-0.34
TRNAU1AP,-1.75,-0.07,-0.61
TRNT1,0.01,-0.03,-0.2
TROVE2,0.42,-0.07,-0.19
TRPA1,NA,NA,NA
TRPC4AP,1.05,0.02,0.57
TRPM4,-0.85,-0.27,-0.12
TRPM5,4.7,1.9,3.26
TRPM7,1.89,1.03,1.27
TRPS1,-1.07,-0.12,-0.95
TRPT1,0.08,-0.34,0.44
TRPV2,0.32,-1.65,-1.18
TRRAP,-0.42,-0.17,-0.24
TRUB1,0.13,0.29,0.1
TRUB2,-0.08,-0.15,0.24
TSC1,-0.89,-0.43,-0.29
TSC2,0.22,0.18,0.41
TSC22D1,-1.4,0.06,0.18
TSC22D2,-0.4,-0.77,-1.01
TSC22D3,0.1,0.82,0.42
TSC22D4,0.58,0.52,0.59
TSEN15,0.13,0.7,0.43
TSEN2,-1.45,-0.92,-0.56
TSEN34,1.54,0.32,0.65
TSEN54,0.41,-0.04,0.23
TSFM,-0.15,0.13,0.02
TSG101,0.61,-0.34,-0.41
TSHZ3,NA,NA,NA
TSKU,2,0.87,1.5
TSN,-0.46,-0.32,-0.4
TSNARE1,NA,NA,NA
TSNAX,0.8,0.37,0.57
TSPAN1,1.27,1.1,-0.19
TSPAN13,-2.68,-0.89,-1.61
TSPAN14,-0.88,0.56,0.31
TSPAN15,0.66,0.5,0.09
TSPAN6,-3.9,-0.73,-0.33
TSPAN8,NA,NA,NA
TSPAN9,1.14,0.48,0.86
TSPO,0.38,0.04,0.68
TSPYL1,-1.4,-0.34,-0.38
TSPYL2,3.83,NA,2.28
TSPYL4,NA,NA,NA
TSPYL5,-0.78,-0.47,-0.12
TSR1,-0.24,-0.19,-0.23
TSR2,-1.35,-0.98,-0.6
TSR3,0.48,0.51,0.42
TSSC4,-0.81,-0.1,-0.64
TST,0.82,0.17,0.72
TSTA3,0.92,-0.12,0.29
TSTD1,0.86,-0.07,-0.06
TSTD2,-0.62,0.28,0.28
TTC1,-0.28,-0.28,-0.19
TTC12,1.75,1.1,1.48
TTC13,0.02,-0.12,0.06
TTC14,NA,NA,NA
TTC17,-0.94,-0.29,-0.54
TTC19,-0.19,0.05,0.3
TTC21B,0.81,0.76,0.2
TTC22,NA,NA,NA
TTC25,NA,NA,NA
TTC26,0.3,0.65,0.44
TTC27,-0.32,-0.32,-0.48
TTC28,-0.36,0.44,0.35
TTC3,-0.01,-0.04,-0.11
TTC30A,-0.23,-0.86,-1.1
TTC31,NA,NA,NA
TTC33,0.3,0.05,0.13
TTC36,2.91,0.73,1.2
TTC37,-0.34,-0.36,-0.41
TTC38,1.11,0.91,0.89
TTC39A,-0.82,-1.07,-0.65
TTC39B,0.47,-0.2,0
TTC39C,0.95,0.31,-0.16
TTC4,0.26,0.08,0.12
TTC5,-0.44,0.04,0.15
TTC7A,0.08,-0.12,-0.27
TTC7B,1.71,0.69,1.15
TTC8,0.54,0.73,0.45
TTC9,-2.23,0.09,-0.8
TTC9C,-0.51,-0.29,-0.74
TTF1,NA,NA,NA
TTF2,-0.66,-0.06,-0.43
TTI1,-0.44,-0.27,0.02
TTI2,-1.21,-0.61,-0.72
TTK,0.81,1.02,1.06
TTL,0.02,-0.18,-0.23
TTLL12,0.52,-0.54,-0.36
TTN,0.19,0.55,1.09
TTPAL,-1.03,-0.73,-0.74
TTR,2.07,1.49,2.13
TTYH1,NA,NA,NA
TTYH3,-1.36,0.63,0.37
TUBA1B,-2.62,-2.52,-1.75
TUBA1C,0.58,-0.21,-0.01
TUBA3E,2.11,0.91,1.54
TUBA4A,0.57,-0.41,0.43
TUBAL3,1.3,0.64,3.88
TUBB,-0.21,-0.48,-0.56
TUBB1,1.95,1.82,1.83
TUBB2A,-2.38,0.27,0.04
TUBB2B,-2.2,1.24,-1.04
TUBB3,-0.78,-1.04,-0.67
TUBB4A,0.98,0.9,0.55
TUBB4B,-0.95,0.22,-0.12
TUBB6,0.56,0.47,0.49
TUBB8,1.47,0.51,0.89
TUBE1,-2.81,-0.41,-1.01
TUBG1,0.71,-1.02,-0.74
TUBG2,NA,NA,NA
TUBGCP2,0.26,0.02,-0.05
TUBGCP3,0.18,0.1,0.04
TUBGCP4,0.98,-0.21,0.01
TUBGCP5,NA,NA,NA
TUBGCP6,0.53,0.42,0.73
TUFM,-0.25,-0.42,-0.43
TUFT1,-1.18,-0.55,-0.85
TULP3,0.03,0.35,0.55
TULP4,NA,NA,NA
TUSC1,0.49,0.97,0.32
TUSC2,1.94,0.99,1.14
TUSC3,NA,NA,NA
TUSC5,0.16,1.05,2.71
TUT1,-0.89,-0.44,-0.38
TVP23B,-0.18,-0.38,0.04
TWF1,0.68,-0.04,-0.02
TWF2,0.89,-0.38,0.01
TWISTNB,-1.15,-0.05,0.04
TWNK,0.07,-0.15,0.01
TWSG1,-1.6,0.06,-0.12
TXLNA,-1.29,-0.39,-0.6
TXLNB,NA,NA,NA
TXLNG,-0.55,-0.21,-0.08
TXN,0.85,0.18,0.25
TXN2,1.34,-0.34,0.09
TXNDC11,NA,NA,NA
TXNDC12,0.2,0,0.14
TXNDC15,NA,NA,NA
TXNDC16,0.9,0.56,0.11
TXNDC17,0.9,-0.05,-0.12
TXNDC5,-0.54,-0.33,-0.17
TXNDC9,0.06,-0.31,-0.33
TXNIP,0.36,1,1.39
TXNL1,0.84,0.06,0.29
TXNL4A,0.02,-0.07,-0.13
TXNL4B,0.7,0.4,0.34
TXNRD1,0.38,-0.07,0.18
TXNRD2,-0.62,-0.27,-0.42
TXNRD3,1.1,0.61,0.9
TYK2,0.32,0.22,0.09
TYMP,0.82,-0.39,-0.28
TYMS,-1.36,-1.04,-0.84
TYROBP,-1.24,0.03,-1.01
TYSND1,-2.76,-0.54,-0.89
TYW1,-0.54,-0.25,-0.21
TYW3,-0.62,-0.08,0.01
TYW5,0.09,0.25,0.28
U2AF1,0.28,-0.03,-0.4
U2AF2,-0.05,-0.41,-0.58
U2SURP,-0.97,-0.61,-0.9
UACA,-0.5,0.61,0.7
UAP1,0.69,-0.27,-0.02
UAP1L1,-0.09,0.25,0.16
UBA1,0.55,-0.12,-0.07
UBA2,-0.33,-0.24,-0.52
UBA3,0.39,-0.28,-0.07
UBA5,-0.35,-0.41,-0.25
UBA52,-2.6,-2.08,-1.87
UBA6,-0.18,-0.44,-0.49
UBA7,0.97,0.06,-0.03
UBAC1,2.4,0.94,2.15
UBAC2,0.07,-0.16,-0.2
UBALD1,0.72,-0.05,-0.23
UBALD2,0.88,0.2,0.18
UBAP1,0.69,0.42,0.39
UBAP2,-0.1,-0.01,-0.11
UBAP2L,-0.41,-0.4,-0.63
UBASH3A,-0.11,-0.22,-0.54
UBASH3B,0.18,0.1,0.32
UBE2A,0.15,-0.7,-0.4
UBE2B,1.94,0.32,0.72
UBE2C,-0.36,-0.81,-0.46
UBE2D1,-0.32,-0.16,0.12
UBE2D2,NA,NA,NA
UBE2D3,0.69,2.73,2.54
UBE2E1,1.39,0.33,0.87
UBE2E2,-3.69,-1.13,-1.04
UBE2E3,NA,NA,NA
UBE2F,1,0.39,0.74
UBE2G1,-0.64,-0.03,-0.32
UBE2G2,1.2,-0.03,0.15
UBE2H,-1.02,-1.17,-1.23
UBE2I,0.49,-0.05,0.01
UBE2J1,-1.26,0.18,0.46
UBE2J2,1.43,0.44,0.38
UBE2K,0.96,-0.26,0
UBE2L3,0.46,-0.65,-0.14
UBE2L6,0.87,-0.43,-0.16
UBE2M,-0.36,-0.2,-0.29
UBE2N,0.14,-0.52,-0.39
UBE2O,-0.04,-0.09,0.19
UBE2Q1,-0.31,-0.36,-0.19
UBE2Q2,-0.67,-0.06,-0.01
UBE2R2,-0.41,-0.65,-0.62
UBE2S,-0.79,-0.65,-0.55
UBE2T,-0.56,-0.13,-0.18
UBE2V2,-0.27,0.57,0.94
UBE2W,-0.1,1.29,0.65
UBE2Z,-0.38,-0.2,-0.41
UBE3A,-0.29,-0.01,-0.24
UBE3B,-0.26,-0.29,-0.41
UBE3C,0.06,-0.18,-0.25
UBE3D,NA,NA,NA
UBE4A,0.66,-0.03,0.08
UBE4B,0.33,0.08,-0.08
UBFD1,0.36,-0.29,-0.17
UBIAD1,-0.15,-0.78,-1.06
UBL4A,0.52,0.3,0.32
UBL5,-2.1,-0.29,-0.46
UBL7,-0.41,-0.05,-0.01
UBLCP1,0.6,0.16,0.3
UBN1,-0.91,-0.31,-0.53
UBN2,1.55,0.53,0.62
UBOX5,1.35,0.4,0.87
UBP1,1.14,0.24,0.34
UBQLN1,1.13,0,0
UBQLN2,1.43,0.15,0.44
UBQLN4,-0.14,-0.5,-0.36
UBR1,0.31,-0.07,-0.03
UBR2,-0.6,-0.25,-0.45
UBR3,0.68,0.18,0.46
UBR4,-0.16,-0.26,-0.08
UBR5,-0.37,-0.2,-0.36
UBR7,-0.71,-0.56,-0.76
UBTD2,0.53,0.06,0.76
UBTF,-1.75,-0.65,-0.7
UBXN1,-0.62,0.02,-0.09
UBXN10,0.93,1.44,2.21
UBXN2A,2.38,1.39,1.76
UBXN2B,0.2,0.15,0.19
UBXN4,-0.82,-0.6,-0.18
UBXN6,1.09,0.62,0.68
UBXN7,-0.2,-0.12,-0.16
UBXN8,0.82,NA,NA
UCHL1,0.32,-0.03,0.74
UCHL3,0.26,-0.13,0.33
UCHL5,0.84,-0.35,-0.07
UCK1,2.27,0.9,1.41
UCK2,0.46,-0.29,-0.22
UCKL1,0.43,0.32,0.46
UCP1,NA,NA,NA
UEVLD,1.21,0.29,0.39
UFC1,-0.06,-0.23,-0.35
UFD1,0.28,-0.14,0.13
UFL1,-0.12,-0.36,-0.19
UFM1,1.11,-0.39,-0.08
UFSP1,-0.39,-0.14,-0.17
UFSP2,1.5,0.3,0.43
UGCG,1.09,0.12,0.55
UGDH,-0.3,-0.31,-0.73
UGGT1,0.39,-0.24,-0.22
UGGT2,-0.66,-0.15,0
UGP2,1.09,0.26,1.13
UGT2B11,NA,NA,NA
UGT8,NA,NA,NA
UHMK1,NA,NA,NA
UHRF1,-0.45,-0.27,-0.37
UHRF1BP1,-0.93,-0.36,-0.45
UHRF1BP1L,-0.88,-0.2,-0.05
UHRF2,0.34,0.4,0.13
UIMC1,-0.69,-0.01,-0.28
ULBP2,NA,NA,NA
ULK1,-2.7,-0.21,-0.34
ULK3,0.48,0.15,0.25
UMPS,0.4,-0.1,-0.02
UNC119,0.5,0.02,0.33
UNC119B,0.34,-0.02,0.05
UNC13B,-0.03,-0.15,-0.07
UNC13D,0.69,0,0.17
UNC45A,0.19,-0.14,-0.09
UNC5B,NA,NA,NA
UNC93B1,-2.41,0.47,1.33
UNG,-1.33,-0.04,-0.34
UNK,-1.06,0.22,0.32
UNKL,-0.74,0.12,-0.24
UPF1,0.22,-0.09,-0.23
UPF2,-0.71,-0.47,-0.6
UPF3A,0.1,0.55,0.45
UPF3B,0.46,0.17,0.29
UPP1,-0.82,-0.18,-0.38
UPRT,0.71,0.61,0.57
UQCC1,0.78,-0.31,-0.17
UQCC2,1.38,-0.07,-0.13
UQCC3,1.74,0.95,1.25
UQCR10,-0.48,-1.07,-1.01
UQCR11,1.09,-0.59,-0.23
UQCRB,0.55,0.41,0.76
UQCRC1,1.2,0.15,0.55
UQCRC2,0.28,-0.07,0.32
UQCRFS1,0.91,0.32,0.62
UQCRH,-0.26,-0.62,-0.48
UQCRQ,-0.67,0.05,0.01
URB1,0.25,0.03,-0.02
URB2,-0.51,-0.26,-0.11
