"","","","AP-SS2L","AP-94ED","AP-9D3B","AP-UG7J","AP-5MX6","AP-7KJ6","AP-KGMR","AP-RBLG","AP-YF3B","AP-QAHT","AP-HFEA","AP-G79N","AP-U8MP","AP-MAZ4","AP-ZLDH","AP-2XNK","AP-VLXG","AP-MJ52","AP-JKPX","AP-WTXJ","AP-HMFR","AP-SJVE","AP-AGZG","AP-5JDU","AP-FX68","AP-LWHD","AP-RA2G","AP-CT3G","AP-52RG","AP-B2SL","AP-EZEX","AP-TBFQ","AP-352Q","AP-DN2V","AP-YTZ8","AP-5L2V","AP-9UHJ","AP-E98M","AP-KX5B","AP-V6UJ","AP-KXUT","AP-DM87","AP-WDKZ","AP-N8FG","AP-AJWE","AP-DT88","AP-6EWG","AP-8MWD","AP-W455","AP-D9X4","AP-4HAU","AP-9PXS","AP-A5NG","AP-D35H","AP-HKYN","AP-XSR5","AP-AAFC","AP-JDN4","AP-XVLY","AP-NMZS","AP-EFHT","AP-4M7L","AP-8PRJ","AP-4LRG","AP-3336","AP-K24D","AP-27JZ","AP-XCJX","AP-QUHC","AP-QD4Q","AP-62LT","AP-E7CU","AP-HML4","AP-DMUM","AP-RQNH","AP-EPNF","AP-B9CH","AP-67ZV","AP-JK59","AP-9LNA","AP-F595","AP-JBET","AP-3FY5","AP-MGNN","AP-WPAM","AP-2E8Q","AP-7GDN"
"NP_060895.1:s47","PI4K2A s47","PI4K2A","0.49","0.09","NaN","0.74","0.32","NaN","0.04","NaN","NaN","NaN","1.58","-0.16","NaN","-0.58","0.38","0.63","0.18","0.26","0.25","0.42","NaN","NaN","0.47","NaN","NaN","NaN","NaN","0.3","NaN","NaN","NaN","NaN","NaN","0.31","0.14","0.47","NaN","NaN","NaN","0.48","NaN","NaN","NaN","1.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.57","0.72","NaN","0.03","NaN","NaN","NaN","NaN","1.29","0.88","-0.27","NaN","NaN","NaN","0.1","0.88","NaN","NaN","NaN","0.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.15","NaN","0.62"
"NP_060941.2:s328","ZC3H15 s328","ZC3H15","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.45","NaN","NaN","0.58","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.39","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.79","NaN","-0.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.19","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.02"
"NP_061867.1:s488","FBXO42 s488","FBXO42","NaN","NaN","NaN","NaN","NaN","NaN","-1.2","NaN","NaN","NaN","NaN","NaN","1.13","NaN","NaN","-0.35","NaN","NaN","-0.52","NaN","NaN","-0.56","NaN","NaN","-0.48","NaN","-0.43","0.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.11","NaN","NaN","-0.2","NaN","NaN","NaN","NaN","NaN","NaN","0.36","NaN","NaN","NaN","NaN","0.3","NaN","0.27","NaN","-1.3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.59","NaN","NaN","-0.7","NaN","NaN","NaN","NaN","NaN","0.68","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.06"
"NP_061883.1:s34","KRT20 s34","KRT20","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.01","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.68","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.64","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.29"
"NP_061936.2:t899","EML4 t899","EML4","NaN","NaN","0.38","NaN","NaN","NaN","-1.73","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.89","NaN","NaN","1.05","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.75","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.08","NaN","NaN","NaN","NaN","NaN","-0.25","NaN","NaN","-0.01","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.18","-0.64","-0.11","NaN","-0.42","-0.09","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.42","-0.46","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.43","-0.75","-1.22","NaN","NaN","NaN","0.41"
"NP_064520.2:s65","WRNIP1 s65","WRNIP1","NaN","NaN","0.01","NaN","NaN","NaN","NaN","0.01","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.03","-0.7","2.47","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.39","NaN","NaN","-0.81","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.54","NaN","NaN","-1.88","-0.43","-0.82","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.9","NaN","-0.82","NaN","NaN","NaN","NaN","NaN","NaN","0.74","-0.89","-0.92","NaN","NaN","1.09","NaN"
"NP_064520.2:s75","WRNIP1 s75","WRNIP1","NaN","-0.28","0.27","-0.46","NaN","-0.76","-1.93","NaN","NaN","-1.71","-1.13","-0.07","NaN","-1.4","NaN","0.8","-1.32","NaN","0.63","NaN","0.21","NaN","NaN","-1.39","NaN","NaN","NaN","0.97","-0.79","-1.03","NaN","NaN","NaN","0.49","-0.18","-0.02","-1.64","-0.59","0.1","0.74","0.14","NaN","NaN","-2.04","-5.29","0.05","0.33","NaN","-0.36","NaN","NaN","NaN","0.21","-0.58","NaN","-0.34","0.64","-0.09","-0.9","0.16","-0.79","-0.16","NaN","-0.48","0.04","NaN","NaN","NaN","-0.45","NaN","-1.59","0.97","0.02","NaN","NaN","NaN","NaN","-0.74","-0.18","0.09","0.76","-0.33","0.02","1.69","-0.05","NaN","0.96"
"NP_065147.1:s295","DDX24 s295","DDX24","NaN","NaN","0.92","NaN","NaN","-0.39","NaN","NaN","NaN","-0.52","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.18","NaN","NaN","NaN","NaN","NaN","NaN","-0.53","-0.59","NaN","NaN","0.13","NaN","NaN","NaN","NaN","-0.64","NaN","NaN","-0.81","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.4","NaN","-0.57","-1.02","-0.31","NaN","NaN","NaN","NaN","NaN","NaN","-1.92","NaN","NaN","-2.12","NaN","NaN","NaN","NaN","NaN","NaN","-0.43","NaN","-0.19","-0.17","-0.71","NaN","NaN","NaN","NaN"
"NP_065147.1:s82","DDX24 s82","DDX24","NaN","NaN","0.69","NaN","NaN","-0.83","NaN","NaN","NaN","0.34","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.13","NaN","NaN","NaN","NaN","NaN","NaN","-0.02","-0.76","NaN","NaN","0.31","NaN","NaN","NaN","NaN","-1.02","NaN","NaN","-1.58","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.61","NaN","0.77","-0.65","-0.32","NaN","NaN","NaN","NaN","NaN","NaN","-0.28","NaN","NaN","0.07","NaN","NaN","NaN","NaN","NaN","NaN","-0.37","NaN","-0.5","-0.09","-1.15","NaN","NaN","NaN","NaN"
"NP_065821.1:s258","CGN s258","CGN","NaN","NaN","NaN","NaN","NaN","NaN","-1.13","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.18","NaN","NaN","-0.02","NaN","-1.39","NaN","NaN","NaN","NaN","NaN","NaN","0.42","-0.05","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.21","0.39","NaN","NaN","NaN","NaN","NaN","NaN","-0.05","NaN","NaN","NaN","NaN","NaN","0.7","0.46","NaN","NaN","-0.86","NaN","-0.62","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.47","NaN","NaN","NaN","NaN","NaN","NaN","-0.22","NaN","0.23","NaN","NaN","NaN","-0.04","NaN","NaN","1.11"
"NP_065821.1:s338","CGN s338","CGN","NaN","-0.67","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.1","NaN","-0.82","NaN","NaN","2.02","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.58","0.23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1","NaN","NaN"
"NP_065859.3:s1461","SIPA1L2 s1461","SIPA1L2","NaN","-1.04","0.82","NaN","NaN","NaN","-1.47","0.45","NaN","NaN","NaN","-1.03","NaN","-0.38","NaN","-1.44","-2.2","NaN","-0.93","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.4","NaN","NaN","-2.24","-0.01","-0.59","-0.15","1.45","NaN","NaN","NaN","NaN","0.23","NaN","NaN","NaN","NaN","NaN","1.19","NaN","NaN","-0.75","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.35","-0.32","0.44","NaN","-0.68","-0.06","-1.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.21","-0.13","-1.27","-0.37","NaN","NaN","NaN","NaN","NaN","NaN","-0.13","0.06","1.1","NaN","2.22","-1.16","-0.08"
"NP_065859.3:s1650","SIPA1L2 s1650","SIPA1L2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.11","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.79","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.89","NaN","NaN","NaN","NaN","NaN","-0.58","-1.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.41","NaN","0.22","NaN","NaN","NaN","-0.19","NaN","NaN","NaN"
"NP_065863.2:s1230","DOCK6 s1230","DOCK6","NaN","NaN","NaN","0.47","NaN","NaN","NaN","NaN","NaN","NaN","0.64","NaN","NaN","NaN","NaN","-0.63","NaN","NaN","1.51","NaN","NaN","NaN","NaN","-0.64","NaN","NaN","NaN","0.88","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.58","NaN","NaN","NaN","-0.51","NaN","NaN","NaN","-0.74","-1.56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.33","0.84","NaN","-1.08","NaN","NaN","NaN","NaN","0.72","-1.12","NaN","NaN","NaN","NaN","NaN","0.1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.66"
"NP_065910.3:s910","SHROOM3 s910","SHROOM3","NaN","NaN","0.74","NaN","NaN","-0.35","NaN","NaN","NaN","-0.64","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.13","NaN","NaN","NaN","NaN","NaN","NaN","0.31","-0.56","NaN","NaN","0.38","NaN","NaN","NaN","NaN","-0.21","NaN","NaN","-0.4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.69","NaN","-0.08","0.58","0.02","NaN","NaN","NaN","NaN","NaN","NaN","1.12","NaN","NaN","0.27","NaN","NaN","NaN","NaN","NaN","NaN","0.75","NaN","-0.19","0.08","-0.43","NaN","NaN","NaN","NaN"
"NP_066301.1:s219","SNTB1 s219","SNTB1","0.78","-0.75","0.86","-1.32","0.02","0.31","-2.36","NaN","NaN","-0.24","-0.71","-0.33","NaN","-1.42","-0.44","0.27","-0.57","-1.2","0.85","0.51","0.55","NaN","-0.38","-1.22","NaN","NaN","NaN","0.22","0.21","0.96","NaN","NaN","NaN","-0.53","0.19","0.29","-0.78","0.32","0.13","-1.44","0.87","NaN","NaN","-0.41","-3.08","-0.13","-0.83","NaN","-0.47","NaN","NaN","NaN","0.96","-0.14","NaN","0.43","1.3","-0.57","-0.44","0.18","0.36","0.09","NaN","-0.15","-0.59","-0.8","NaN","NaN","-1.16","-1.33","-0.42","1.13","-0.54","NaN","0.27","NaN","NaN","-0.48","0.11","0.19","0.03","0.34","0.37","-0.08","-0.66","NaN","1.39"
"NP_066301.1:s389","SNTB1 s389","SNTB1","-0.58","NaN","0.28","NaN","-0.09","-1.08","-0.27","NaN","NaN","-0.49","NaN","NaN","NaN","NaN","NaN","0.03","NaN","NaN","-1.01","-0.07","NaN","NaN","-0.22","NaN","NaN","NaN","NaN","0.19","NaN","1.1","NaN","NaN","NaN","NaN","NaN","NaN","-1.55","0.23","NaN","0.08","1.16","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.31","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.13","NaN","-0.26","0.05","NaN","0.05","NaN","NaN","NaN","0.01","NaN","NaN","-1.43","0.54","0.18","1.43","NaN","NaN","0.5","NaN","NaN","NaN","0.25","NaN","NaN","1.08","0.8","NaN","NaN","NaN","0.24"
"NP_066301.1:t214","SNTB1 t214","SNTB1","NaN","NaN","0.34","-0.55","NaN","NaN","NaN","NaN","-0.1","NaN","0.12","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.29","NaN","0.1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.66","NaN","NaN","NaN","NaN","NaN","0.47","NaN","-0.15","-1.03","-0.29","NaN","-1.17","0.15","NaN","-0.02","0.02","NaN","NaN","NaN","0.55","NaN","-1.14","NaN","NaN","0.25","0.91","NaN","-0.34","0.04","NaN","0.97","NaN","NaN","NaN","NaN","-0.18","NaN","NaN","NaN","1.02","NaN","NaN","NaN","NaN","-0.28","0.3","-1.49","NaN","NaN","NaN","NaN"
"NP_067018.2:s212","CLDN6 s212","CLDN6","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.86","NaN","NaN","-1.7","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.99","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4.34"
"NP_067051.2:t976","SCAF1 t976","SCAF1","NaN","0.09","NaN","0.16","NaN","0.04","0.12","NaN","NaN","-0.63","-0.02","-0.48","NaN","-0.46","NaN","0.36","-0.27","NaN","0.27","NaN","0.05","NaN","NaN","0.01","NaN","NaN","NaN","0.25","-0.29","-0.17","NaN","NaN","NaN","0.46","-0.32","0.63","0.07","-0.01","0.18","0.12","0","NaN","NaN","0.16","-1.29","NaN","-0.04","NaN","NaN","NaN","NaN","NaN","0.57","-0.12","NaN","0.94","0.06","NaN","-0.33","0.36","NaN","NaN","NaN","0.44","0.26","NaN","NaN","NaN","0.3","NaN","-0.64","NaN","-0.22","NaN","NaN","NaN","NaN","-0.54","-0.27","-0.27","NaN","NaN","NaN","-0.28","0.22","NaN","0.29"
"NP_067062.1:s583","RBM25 s583","RBM25","NaN","NaN","0.43","-0.43","NaN","-0.1","0.19","NaN","NaN","-0.79","0.33","NaN","NaN","NaN","NaN","0.07","NaN","NaN","-0.11","NaN","NaN","NaN","NaN","-0.53","NaN","NaN","NaN","-0.44","NaN","0.51","NaN","NaN","NaN","NaN","NaN","0.62","0","-0.75","NaN","-0.2","-0.54","NaN","NaN","-0.02","-1.66","-1.36","NaN","NaN","-1.04","NaN","NaN","NaN","NaN","NaN","NaN","0.61","-0.24","-0.87","-1.25","-0.01","-0.17","0.05","NaN","0.19","-0.65","NaN","NaN","NaN","-0.13","NaN","-0.69","-0.4","NaN","NaN","NaN","NaN","NaN","NaN","0.02","NaN","-0.46","0.23","-0.63","NaN","NaN","NaN","0.51"
"NP_067643.3:s387","PDLIM2 s387","PDLIM2","NaN","-2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.33","NaN","-0.66","NaN","NaN","-0.37","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.25","0.24","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.66","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.72","NaN","NaN"
"NP_067643.3:s447","PDLIM2 s447","PDLIM2","0.06","-1.54","0.84","-0.35","0.37","-0.78","-1.57","-0.39","-0.46","-0.34","1.15","0.03","NaN","-1.51","-0.72","1.12","-0.8","-0.65","-1.31","0.65","-0.91","NaN","0.12","-0.6","NaN","0.9","NaN","-0.72","-0.22","-1.33","-2.03","0.33","0.23","-0.36","0.69","0.24","-0.01","-0.18","-0.56","-0.49","0.64","0.5","NaN","-0.37","-2.31","0.07","-1.03","-0.61","0.22","NaN","-0.25","-0.14","-0.46","-0.31","NaN","1.56","0.51","-0.15","-0.96","1.37","0.31","0.25","0.07","0.19","0.68","0.09","-0.32","NaN","0.38","-0.32","0.5","-0.3","0.69","-0.3","-0.48","1.13","NaN","-0.55","0.03","0.15","0.25","0.19","-0.08","-0.62","-0.7","-0.65","0.3"
"NP_071905.3:s139","HS1BP3 s139","HS1BP3","NaN","0.17","-0.55","NaN","NaN","-0.45","-0.54","NaN","NaN","-0.56","NaN","-0.45","NaN","-0.2","NaN","-1.29","0.18","NaN","0.56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.22","NaN","-0.3","NaN","NaN","NaN","0.42","-0.47","NaN","-0.34","0.04","NaN","0.89","-0.46","NaN","NaN","NaN","NaN","0.12","NaN","NaN","-0.55","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.38","-0.51","-0.58","0.27","-0.58","-0.62","NaN","NaN","NaN","NaN","NaN","NaN","0.16","NaN","-0.48","0.2","-0.7","NaN","NaN","NaN","NaN","NaN","0.6","NaN","-0.43","-0.1","-0.36","NaN","0.01","NaN","-0.99"
"NP_071905.3:s194","HS1BP3 s194","HS1BP3","NaN","NaN","-1.1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.01","NaN","NaN","-0.12","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.87","NaN","NaN","1.02","0.06","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.76","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.01","0.55","-0.73","NaN","NaN","NaN","NaN"
"NP_072096.2:s406","NA s406",NA,"NaN","NaN","NaN","-0.35","NaN","NaN","NaN","NaN","NaN","NaN","-0.03","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.49","NaN","NaN","0.02","NaN","NaN","NaN","NaN","-1.92","NaN","NaN","NaN","NaN","NaN","NaN","-0.27","NaN","NaN","0.18","NaN","NaN","NaN","NaN","-0.22","-1.64","NaN","-0.52","NaN","NaN","NaN","NaN","NaN","0.34","-0.41","NaN","-0.09","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.41","-1.63","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.72","NaN","0.38","NaN","NaN","NaN","0.1","NaN","NaN","NaN"
"NP_072096.2:s638","NA s638",NA,"NaN","-0.7","NaN","0.56","NaN","NaN","NaN","NaN","NaN","NaN","0.03","-0.05","NaN","-1.4","NaN","NaN","-1.39","NaN","NaN","NaN","0.05","NaN","NaN","0.12","NaN","NaN","NaN","NaN","-0.05","NaN","NaN","NaN","NaN","0.09","-0.28","-0.05","NaN","NaN","0.24","NaN","NaN","NaN","NaN","-0.13","-1.99","NaN","0.57","NaN","NaN","NaN","NaN","NaN","0.24","0.05","NaN","0.42","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.35","-0.12","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.5","NaN","NaN","NaN","NaN","-0.92","NaN","0.52","NaN","NaN","NaN","-1.02","-0.01","NaN","NaN"
"NP_073568.2:s19","NUCKS1 s19","NUCKS1","-0.11","NaN","-0.3","0.42","1.91","NaN","NaN","-0.04","-0.61","NaN","0.2","NaN","NaN","NaN","-0.56","NaN","NaN","-0.1","NaN","1.68","NaN","NaN","-0.02","-0.51","NaN","0.31","NaN","NaN","NaN","NaN","-2.71","0.03","0.17","NaN","NaN","0.21","NaN","NaN","NaN","NaN","NaN","0.14","NaN","0.69","NaN","-0.44","NaN","0.21","-0.54","NaN","0.83","-0.98","NaN","NaN","NaN","1.25","NaN","-0.91","NaN","NaN","-0.6","-0.48","-1.14","1.06","0.22","-0.18","-0.94","NaN","NaN","-0.7","NaN","-0.29","NaN","-0.71","0.11","0.09","NaN","NaN","NaN","NaN","-0.42","0.01","-0.96","NaN","NaN","-0.08","NaN"
"NP_073568.2:s214","NUCKS1 s214","NUCKS1","NaN","NaN","NaN","-0.48","NaN","-1.25","NaN","NaN","NaN","0.81","-0.01","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.79","NaN","NaN","NaN","NaN","NaN","-0.63","NaN","NaN","NaN","NaN","NaN","-0.88","0.27","0.18","NaN","NaN","0.13","NaN","NaN","-1.08","-1.61","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.44","NaN","NaN","NaN","1.05","NaN","NaN","NaN","1.11","-1.06","NaN","NaN","NaN","-0.54","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.41","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"NP_073572.2:s43","ACBD3 s43","ACBD3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.22","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.52","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.04","NaN","NaN","NaN","NaN","NaN","0.41","-0.39","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.38","NaN","0.3","NaN","NaN","NaN","0.51","NaN","NaN","NaN"
"NP_073585.8:s690","TNS3 s690","TNS3","NaN","NaN","NaN","0.95","NaN","NaN","0.22","NaN","NaN","NaN","1.95","NaN","NaN","NaN","NaN","0.85","NaN","NaN","0.13","NaN","NaN","NaN","NaN","0.7","NaN","NaN","NaN","0.56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.07","NaN","NaN","NaN","0.28","NaN","NaN","NaN","1.78","1.16","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.26","0.38","NaN","0.43","NaN","NaN","NaN","NaN","0.56","0.19","NaN","NaN","NaN","NaN","NaN","0.42","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.09"
"NP_075384.3:s177","KRI1 s177","KRI1","1.21","NaN","0.72","-0.3","0.41","NaN","NaN","-0.36","-0.99","NaN","0.01","NaN","NaN","NaN","-0.88","NaN","NaN","-0.65","NaN","-0.06","NaN","NaN","0.67","0.03","NaN","0.15","NaN","NaN","NaN","NaN","-0.95","-0.06","0.59","NaN","NaN","-0.21","NaN","NaN","NaN","NaN","NaN","0.19","NaN","0.19","-1.59","0.09","NaN","0.19","-0.3","NaN","0.09","-0.23","NaN","NaN","NaN","0.35","NaN","0.15","NaN","NaN","-0.97","0.18","-1.02","0.54","0.14","-1.76","1.13","NaN","NaN","0.01","NaN","-0.16","NaN","0.12","-0.23","-0.3","NaN","NaN","NaN","NaN","0.08","-0.26","-0.18","NaN","NaN","0.92","NaN"
"NP_076427.2:s129","C1orf116 s129","C1orf116","NaN","-2.31","2.75","0.28","NaN","-0.82","NaN","NaN","NaN","-2.31","-0.78","-0.25","NaN","-3.25","NaN","NaN","-1.62","NaN","NaN","NaN","NaN","NaN","NaN","-1.34","NaN","NaN","NaN","NaN","NaN","-1.75","NaN","NaN","NaN","-0.41","-0.57","-2.15","-2.47","0.61","NaN","NaN","1.74","NaN","NaN","-1.2","-3.68","0.1","NaN","NaN","1.13","NaN","NaN","NaN","NaN","NaN","NaN","0.85","NaN","-1.41","NaN","1.39","-0.58","-0.42","NaN","0.26","0.28","NaN","NaN","NaN","0.75","NaN","NaN","-0.04","1.3","NaN","NaN","NaN","NaN","NaN","-0.9","NaN","-0.74","1.74","-1.4","NaN","-1.51","NaN","NaN"
"NP_076427.2:s185","C1orf116 s185","C1orf116","NaN","NaN","NaN","NaN","NaN","NaN","-0.57","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.15","NaN","NaN","0.54","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.87","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.03","NaN","-0.8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.06","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.11"
